Timestamp,BMS_Voltage_V,BMS_Current_A,BMS_Temperature_C,State_of_Charge_%,Inverter_Efficiency_%,Inverter_Temperature_C,Charger_Input_Power_kW,Charger_Efficiency_%,LV_Battery_Voltage_V,LV_Battery_Current_A,Coolant_Flow_Rate_L_min,Coolant_Temperature_C,Vehicle_Speed_kmph,Acceleration_m_s2,Braking_Force_N,Road_Gradient_%,Energy_Consumption_kWh_per_km,Torque_Requested_Nm,Torque_Delivered_Nm,Condition
2025-07-24 12:40:00,307.0,-94.02,50.3,59.2,53.55,83.2,27.29,75.52,13.6,-11.55,20.4,58.8,30.5,0.91,5775.9,5.77,0.566,379.8,21.5,Inverter Failure
2025-07-24 12:45:00,342.77,-88.05,37.7,57.0,46.47,99.6,7.98,87.57,13.93,-17.27,27.0,62.5,50.2,0.05,7790.8,9.41,0.911,157.6,81.3,Inverter Failure
2025-07-24 12:50:00,341.43,49.79,27.6,59.0,49.65,109.0,18.9,87.05,13.19,3.98,33.3,69.6,53.3,0.58,1705.3,-7.61,0.693,331.5,66.1,Inverter Failure
2025-07-24 12:55:00,339.72,-48.98,34.0,64.1,55.66,116.2,4.4,88.14,12.05,13.72,19.3,51.4,66.4,-0.83,3025.6,-9.48,1.164,209.1,46.3,Inverter Failure
2025-07-24 13:00:00,325.33,-97.91,30.6,57.8,58.2,94.2,17.85,80.27,13.92,2.3,24.1,72.9,55.1,-2.84,5951.7,-7.91,0.85,249.1,37.9,Inverter Failure
2025-07-24 13:05:00,339.45,94.91,25.2,50.9,69.19,106.0,29.41,78.72,11.91,-4.7,29.3,78.1,73.6,-0.21,2753.3,-6.4,0.429,229.7,8.7,Inverter Failure
2025-07-24 13:10:00,343.85,108.91,44.2,60.8,68.59,93.8,28.7,82.09,12.68,-15.56,26.6,50.2,16.5,-2.02,7270.6,-3.08,0.939,121.5,8.0,Inverter Failure
2025-07-24 13:15:00,359.36,-105.51,53.7,57.5,51.64,95.3,11.57,80.48,13.68,4.78,22.1,69.0,39.5,1.77,1820.3,-7.45,0.454,320.9,87.3,Inverter Failure
2025-07-24 13:20:00,367.64,89.71,54.3,57.9,63.93,116.8,22.27,77.78,13.38,0.22,20.2,62.3,17.3,-3.71,7394.9,5.09,0.802,343.2,94.0,Inverter Failure
2025-07-24 13:25:00,344.67,-97.12,52.6,56.4,64.14,88.5,0.1,78.78,11.62,-15.83,25.5,69.0,49.1,-2.26,5718.7,7.11,1.079,316.2,84.3,Inverter Failure
2025-07-24 13:30:00,308.8,98.64,47.4,56.8,53.6,108.4,5.96,76.85,12.28,1.67,31.1,68.4,68.4,1.12,5698.2,9.46,0.537,329.3,33.4,Inverter Failure
2025-07-24 13:35:00,373.72,-85.89,33.3,54.4,69.59,111.0,0.62,75.51,12.32,4.8,23.7,61.4,30.1,-3.4,4335.0,-2.54,0.535,172.4,52.9,Inverter Failure
2025-07-24 13:40:00,351.84,-12.47,28.7,58.7,64.65,113.0,18.08,76.59,12.27,1.14,23.2,69.8,28.7,1.37,3987.0,5.91,0.756,182.3,77.2,Inverter Failure
2025-07-24 13:45:00,350.08,-103.53,26.6,53.0,56.41,98.5,7.31,75.47,13.57,13.58,28.8,60.2,41.2,-0.78,4235.1,-1.36,0.531,285.2,37.8,Inverter Failure
2025-07-24 13:50:00,388.44,-109.28,51.1,51.9,47.17,83.4,3.07,75.99,12.87,21.09,34.2,60.9,41.3,-1.73,5334.0,7.6,0.911,112.4,66.0,Inverter Failure
2025-07-24 13:55:00,361.19,60.08,27.8,52.1,64.77,113.2,25.31,85.19,13.4,-12.4,20.6,61.8,34.8,-2.0,7499.7,6.58,0.413,117.6,36.8,Inverter Failure
2025-07-24 14:00:00,324.2,-32.27,41.4,51.8,61.62,89.6,4.85,84.28,11.88,-22.14,19.2,76.3,66.6,-0.81,5099.9,-0.72,1.096,156.9,23.0,Inverter Failure
2025-07-24 14:05:00,341.48,12.19,33.0,48.5,51.14,81.3,5.01,79.17,13.52,11.04,16.1,74.2,23.5,2.0,7019.3,4.97,0.919,168.1,37.5,Inverter Failure
2025-07-24 14:10:00,307.03,101.49,40.3,49.0,56.86,112.2,10.99,82.4,13.88,-17.16,24.1,66.6,25.2,-0.5,1625.1,-9.3,1.169,163.2,49.9,Inverter Failure
2025-07-24 14:15:00,398.01,-61.2,51.2,54.0,43.82,83.8,22.67,84.61,13.28,4.14,21.2,70.2,68.0,1.49,3448.6,6.48,0.929,206.3,57.0,Inverter Failure
2025-07-24 14:20:00,335.3,65.41,35.2,50.0,64.63,85.3,19.78,82.48,12.81,0.81,34.3,69.0,51.2,0.29,4218.3,6.53,0.413,129.0,78.9,Inverter Failure
2025-07-24 14:25:00,370.79,-43.86,45.7,49.6,66.37,118.1,12.94,77.71,11.98,16.1,33.1,57.0,34.8,0.28,5862.2,6.08,1.185,378.9,63.8,Inverter Failure
2025-07-24 14:30:00,372.93,-75.81,32.4,52.6,69.94,91.6,3.34,77.89,12.5,-10.76,26.2,67.9,53.0,-1.09,2669.6,-0.36,0.529,169.5,89.6,Inverter Failure
2025-07-24 14:35:00,354.61,-42.97,27.3,48.7,65.27,102.0,19.44,76.39,13.95,-23.14,31.8,67.1,0.3,0.51,7268.1,0.39,1.057,386.5,71.1,Inverter Failure
2025-07-24 14:40:00,395.14,-18.67,47.0,49.1,54.54,88.4,4.36,87.31,13.17,20.04,27.1,52.2,79.8,-3.47,1654.4,-0.14,0.522,103.4,67.2,Inverter Failure
2025-07-24 14:45:00,393.25,71.99,33.6,48.8,63.63,118.5,14.31,81.61,13.25,15.77,18.7,68.9,20.4,-3.66,5318.7,-0.32,0.617,173.1,32.0,Inverter Failure
2025-07-24 14:50:00,384.43,-93.89,29.9,47.2,42.28,88.2,4.14,80.14,12.13,23.95,31.8,56.2,55.6,-2.72,6170.0,-4.03,0.997,215.2,16.0,Inverter Failure
2025-07-24 14:55:00,372.96,97.96,29.1,45.8,69.44,106.0,23.73,86.47,13.27,10.16,27.5,59.4,79.1,1.2,5908.6,2.17,0.64,231.1,67.1,Inverter Failure
2025-07-24 15:00:00,310.81,-107.02,40.2,45.1,69.41,109.8,4.57,86.7,13.81,10.98,30.6,56.3,69.4,-3.3,3692.2,-3.36,0.406,219.8,23.6,Inverter Failure
2025-07-24 15:05:00,313.93,-6.44,32.4,48.7,50.49,102.6,24.04,79.97,12.53,-5.1,31.7,78.3,50.5,0.62,3559.6,7.81,1.147,304.1,21.7,Inverter Failure
2025-07-24 15:10:00,363.12,-71.48,44.8,45.1,64.49,81.1,23.58,87.94,13.31,-14.15,16.1,73.3,3.4,-0.13,7528.0,-9.85,1.115,395.1,49.1,Inverter Failure
2025-07-24 15:15:00,295.93,33.41,40.4,43.3,62.23,100.2,17.78,79.08,13.73,-14.69,17.0,51.8,50.1,0.94,6874.0,3.99,0.943,140.7,95.0,Inverter Failure
2025-07-24 15:20:00,385.54,84.43,33.4,42.0,61.45,83.6,29.96,85.98,12.59,7.79,21.6,50.5,35.4,1.92,7533.7,7.14,0.773,195.4,4.0,Inverter Failure
2025-07-24 15:25:00,298.54,30.34,51.5,45.5,65.05,90.5,14.91,83.0,13.58,-8.34,19.5,60.0,45.3,-2.93,3109.8,-6.03,0.526,135.8,6.9,Inverter Failure
2025-07-24 15:30:00,346.64,40.44,48.9,41.2,47.81,118.6,12.06,82.32,13.49,-14.4,18.9,76.4,24.8,-3.46,6792.4,6.17,0.403,330.4,95.2,Inverter Failure
2025-07-24 15:35:00,336.32,-75.62,39.0,40.1,53.08,101.9,20.42,84.43,13.32,17.15,21.4,57.8,65.9,-0.03,3452.8,0.93,0.537,361.1,74.3,Inverter Failure
2025-07-24 15:40:00,355.62,-23.31,53.2,40.9,54.93,100.6,28.13,81.5,13.58,-9.18,31.1,65.4,50.2,1.06,2414.0,7.81,1.014,155.7,72.6,Inverter Failure
2025-07-24 15:45:00,381.69,-35.0,50.9,35.9,47.29,90.5,3.93,87.01,13.47,-6.41,31.2,55.0,31.4,-2.77,6638.4,9.45,0.803,125.4,27.2,Inverter Failure
2025-07-24 15:50:00,290.96,-42.76,44.1,37.5,40.27,97.5,0.11,84.9,13.55,15.14,34.2,58.3,79.1,0.84,2528.3,-7.65,0.578,105.4,67.6,Inverter Failure
2025-07-24 15:55:00,341.36,-102.02,51.4,39.7,54.65,104.5,11.89,78.34,12.34,16.68,20.4,73.2,8.0,0.24,6504.4,-1.87,0.899,373.2,21.9,Inverter Failure
2025-07-24 16:00:00,297.71,6.91,49.1,38.7,61.38,84.1,24.24,83.55,13.06,10.05,18.8,73.6,65.4,-2.49,6573.1,-0.36,0.493,190.2,22.7,Inverter Failure
2025-07-24 16:05:00,364.74,15.9,48.3,38.9,42.42,112.7,29.14,80.79,12.03,11.04,26.6,77.0,29.2,-2.67,3185.9,8.51,1.002,146.9,70.9,Inverter Failure
2025-07-24 16:10:00,330.9,-48.16,45.6,39.3,64.07,98.9,18.23,87.54,11.85,4.67,15.9,75.3,71.5,-2.88,1489.0,0.91,0.606,151.2,11.5,Inverter Failure
2025-07-24 16:15:00,368.04,109.15,38.7,38.5,54.34,108.6,24.45,75.03,13.27,20.15,20.0,59.6,49.3,-3.07,6014.5,-6.7,0.531,364.5,48.4,Inverter Failure
2025-07-24 16:20:00,321.4,-114.17,33.2,38.9,58.82,119.5,8.13,84.39,11.93,-0.65,32.5,51.3,47.2,-3.72,3322.9,-4.94,0.966,381.4,35.4,Inverter Failure
2025-07-24 16:25:00,353.65,-13.65,41.4,34.7,46.41,87.5,2.33,79.97,12.99,-23.76,30.0,76.0,33.6,-1.22,4714.8,-8.7,1.199,344.3,17.9,Inverter Failure
2025-07-24 16:30:00,316.57,72.8,40.7,38.6,67.18,82.0,9.47,83.48,12.92,7.64,15.7,51.2,38.3,1.22,5874.5,3.76,1.075,261.7,96.6,Inverter Failure
2025-07-24 16:35:00,346.31,59.95,51.5,41.4,63.29,93.8,19.53,77.43,12.08,-23.42,29.0,60.3,62.8,-0.74,4952.6,9.05,0.572,173.5,25.8,Inverter Failure
2025-07-24 16:40:00,325.4,-23.36,39.0,34.4,44.94,98.0,9.04,82.39,13.8,-5.51,22.2,71.7,71.7,-3.43,5318.4,5.07,1.193,182.7,22.2,Inverter Failure
2025-07-24 16:45:00,349.55,-82.56,45.8,37.0,62.35,86.6,15.57,87.1,13.82,-12.07,18.7,59.0,67.5,-1.83,6496.2,-3.35,0.821,371.6,89.5,Inverter Failure
2025-07-24 16:50:00,383.67,-14.82,41.9,39.3,41.98,95.8,24.12,76.72,13.28,-13.5,29.1,55.1,39.2,-3.7,1013.4,9.89,0.82,327.7,72.6,Inverter Failure
2025-07-24 16:55:00,333.74,-41.45,47.6,33.7,67.97,103.0,3.4,87.04,12.31,-17.41,22.9,54.7,11.6,-3.81,2095.7,-0.72,0.974,179.0,73.9,Inverter Failure
2025-07-24 17:00:00,322.75,10.89,28.8,34.6,67.36,103.8,4.18,81.49,12.55,-23.44,15.3,74.8,32.4,0.38,3751.9,-5.79,0.624,395.4,81.4,Inverter Failure
2025-07-24 17:05:00,378.49,-23.3,49.3,32.5,41.28,82.4,17.69,89.28,13.9,21.31,24.1,65.3,41.0,0.27,5643.8,8.24,1.115,149.9,26.6,Inverter Failure
2025-07-24 17:10:00,318.67,8.52,32.9,34.8,44.99,109.1,25.09,76.67,13.54,12.95,27.2,57.7,68.3,-3.43,6495.5,-3.93,0.812,105.0,20.6,Inverter Failure
2025-07-24 17:15:00,303.44,106.85,47.1,32.5,41.05,82.3,18.51,77.32,12.55,18.31,16.5,66.8,19.0,-0.58,6233.2,9.37,0.51,305.4,22.6,Inverter Failure
2025-07-24 17:20:00,314.69,58.0,49.1,35.1,68.11,117.6,8.89,85.39,11.62,-19.41,16.8,72.8,18.0,1.98,2792.9,-0.71,0.821,167.1,8.3,Inverter Failure
2025-07-24 17:25:00,394.07,52.53,27.5,31.7,55.75,118.5,27.27,89.08,11.65,-0.58,27.5,69.1,58.8,-3.02,6634.7,-4.22,0.855,231.6,16.4,Inverter Failure
2025-07-24 17:30:00,334.87,-20.99,30.6,32.6,62.73,108.1,2.69,76.13,12.4,16.06,20.6,62.3,69.0,-1.48,4484.0,6.11,0.581,102.7,48.9,Inverter Failure
2025-07-24 17:35:00,294.78,92.24,53.8,35.4,63.65,90.3,7.36,78.87,12.78,9.31,30.8,70.5,61.7,-0.14,1637.6,2.83,0.798,321.3,12.3,Inverter Failure
2025-07-24 17:40:00,361.54,96.73,31.8,29.2,44.89,110.2,22.28,83.79,13.7,22.64,21.1,59.5,2.4,-1.27,2322.5,2.72,0.723,357.4,73.2,Inverter Failure
2025-07-24 17:45:00,293.25,-33.33,35.7,24.5,69.97,96.7,9.24,85.57,13.14,-3.01,24.6,51.8,60.7,-3.79,5033.4,-5.3,0.964,287.3,0.3,Inverter Failure
2025-07-24 17:50:00,372.26,20.23,34.3,27.6,59.89,118.4,10.47,83.39,12.99,-10.27,17.4,68.3,41.7,1.77,6874.0,-2.2,1.089,176.6,58.1,Inverter Failure
2025-07-24 17:55:00,329.61,-67.21,28.6,30.8,56.05,108.3,16.34,88.93,13.37,-22.47,34.3,62.7,57.1,-3.98,3983.4,-6.98,0.636,166.6,12.4,Inverter Failure
2025-07-24 18:00:00,296.33,-67.16,50.6,25.9,58.54,98.5,22.97,80.48,12.04,12.15,25.9,69.5,31.7,-0.85,1809.1,-5.19,0.466,266.2,20.4,Inverter Failure
2025-07-24 18:05:00,302.13,115.63,48.5,28.4,56.61,112.0,19.82,76.75,13.45,-9.97,28.5,71.3,19.6,-0.25,7091.8,5.73,0.594,358.5,45.2,Inverter Failure
2025-07-24 18:10:00,370.78,-94.63,50.3,23.3,64.65,95.9,16.61,82.16,13.34,-11.07,27.0,59.9,10.2,-0.3,5569.8,4.52,0.773,336.6,22.4,Inverter Failure
2025-07-24 18:15:00,317.23,92.04,53.4,28.9,55.5,80.0,9.17,81.2,11.95,1.03,19.9,67.3,4.4,-2.22,6357.8,7.58,0.61,296.6,77.4,Inverter Failure
2025-07-24 18:20:00,331.36,-38.08,54.1,31.5,66.05,93.8,24.28,86.47,13.52,-15.84,23.2,78.6,79.2,0.3,4316.7,-7.01,0.421,247.8,79.4,Inverter Failure
2025-07-24 18:25:00,373.33,1.45,53.8,26.7,58.26,94.2,23.13,78.48,12.46,3.83,26.6,62.3,41.6,-0.89,4511.3,-8.68,0.508,305.9,97.0,Inverter Failure
2025-07-24 18:30:00,351.6,-109.56,52.7,23.3,59.71,101.6,19.66,88.44,12.85,5.69,23.7,65.2,67.6,-1.56,6708.5,8.98,0.852,378.0,62.0,Inverter Failure
2025-07-24 18:35:00,311.53,5.42,43.1,25.4,48.57,99.0,13.46,86.36,12.9,-2.23,21.3,78.0,20.1,1.41,5668.6,-6.64,1.017,179.5,78.6,Inverter Failure
2025-07-24 18:40:00,307.81,89.86,38.1,24.2,50.67,88.6,14.38,83.9,13.07,1.56,26.0,72.0,39.6,-3.09,3521.2,-9.27,0.757,109.5,25.6,Inverter Failure
2025-07-24 18:45:00,386.73,12.82,28.0,20.3,58.21,102.5,8.14,82.79,13.13,-23.6,30.4,74.0,8.6,-3.22,1792.4,-4.96,0.507,191.2,15.4,Inverter Failure
2025-07-24 18:50:00,350.57,-28.5,42.1,22.1,60.41,80.6,13.82,83.68,12.59,-3.04,16.3,67.2,21.4,1.1,1579.0,1.77,0.611,307.8,97.5,Inverter Failure
2025-07-24 18:55:00,305.33,-104.43,39.3,14.7,56.9,89.6,8.55,76.89,13.5,16.75,30.4,72.0,6.2,-3.15,7343.2,-0.86,0.588,284.3,40.9,Inverter Failure
2025-07-24 19:00:00,337.71,-118.93,27.3,19.2,52.45,84.3,18.21,82.72,11.99,6.22,23.1,53.4,51.4,1.03,4485.0,7.55,0.853,156.4,47.1,Inverter Failure
2025-07-24 19:05:00,311.03,20.13,26.3,22.7,68.33,86.0,7.17,86.48,12.33,4.39,21.6,50.1,18.1,-3.33,3159.3,-4.87,0.715,117.3,68.5,Inverter Failure
2025-07-24 19:10:00,386.3,88.58,31.4,24.9,61.41,118.3,3.63,83.47,13.78,-22.36,27.0,75.6,29.0,-3.55,6058.0,-0.43,0.524,258.8,68.7,Inverter Failure
2025-07-24 19:15:00,308.37,110.45,54.1,14.7,66.59,111.1,25.23,88.84,13.54,12.96,25.0,52.4,33.3,-0.82,2505.9,-8.08,0.891,361.0,29.3,Inverter Failure
2025-07-24 19:20:00,399.64,60.75,35.4,23.6,44.68,98.7,24.49,83.19,13.13,-0.76,30.3,67.8,24.3,1.85,2231.5,-6.01,0.482,290.5,22.3,Inverter Failure
2025-07-24 19:25:00,336.35,-26.29,27.8,20.5,45.69,103.7,22.88,81.44,12.73,0.48,29.9,73.0,56.6,-3.04,3910.0,1.87,0.967,161.0,62.4,Inverter Failure
2025-07-24 19:30:00,374.47,-37.37,43.4,20.1,48.71,84.7,27.67,80.74,13.59,-24.66,24.0,63.3,9.5,-3.72,2851.5,6.58,0.436,371.8,55.2,Inverter Failure
2025-07-24 19:35:00,340.16,55.83,44.0,15.1,48.76,87.0,21.04,88.48,13.22,-6.38,17.2,66.6,39.0,1.47,5350.2,2.81,0.621,197.2,51.1,Inverter Failure
2025-07-24 19:40:00,355.72,-17.4,45.2,15.2,43.91,104.7,3.01,77.29,13.61,-12.56,22.8,60.1,32.8,-3.89,5417.9,2.14,0.605,270.3,37.2,Inverter Failure
2025-07-24 19:45:00,299.5,66.32,49.2,19.0,60.28,118.7,24.6,82.77,12.71,0.37,33.3,71.7,61.8,-1.31,5101.5,2.87,0.629,329.7,29.3,Inverter Failure
2025-07-24 19:50:00,363.28,16.49,53.6,17.5,48.55,87.5,23.73,75.78,13.4,2.58,33.3,58.2,72.4,-1.4,6380.2,-6.21,0.612,371.7,20.5,Inverter Failure
2025-07-24 19:55:00,313.95,-117.48,29.6,21.1,41.8,85.6,10.34,83.09,13.9,12.97,22.4,72.2,21.9,0.1,7140.5,-4.97,1.17,320.0,70.7,Inverter Failure
2025-07-24 20:00:00,348.05,10.48,46.4,13.6,44.88,106.4,13.7,88.8,11.58,21.8,17.1,61.6,23.4,-1.14,4906.9,9.37,0.879,300.6,20.1,Inverter Failure
2025-07-24 20:05:00,304.38,87.17,50.8,14.3,54.59,114.0,0.7,87.32,13.02,-7.16,26.8,50.6,9.9,-1.61,1634.6,2.7,0.971,292.4,62.9,Inverter Failure
2025-07-24 20:10:00,395.11,-8.02,33.7,9.5,45.45,113.0,19.32,86.93,13.3,-1.8,30.6,64.7,15.9,-3.58,1996.1,-8.15,0.68,258.2,25.9,Inverter Failure
2025-07-24 20:15:00,379.38,46.1,40.0,14.0,62.68,94.9,10.94,83.49,13.0,0.22,28.3,73.2,0.7,-2.46,6482.3,0.38,1.181,286.2,70.8,Inverter Failure
2025-07-24 20:20:00,293.54,45.52,26.1,13.9,60.78,91.9,20.73,87.71,12.88,3.42,24.8,69.5,43.1,-2.29,2672.1,-8.7,0.967,153.1,75.6,Inverter Failure
2025-07-24 20:25:00,317.12,-6.4,48.1,10.5,56.99,105.8,14.77,75.3,13.39,1.25,17.0,73.8,11.5,-3.44,5499.1,-3.42,0.617,341.4,90.1,Inverter Failure
2025-07-24 20:30:00,381.27,-23.71,34.1,13.6,56.64,96.8,20.85,80.02,12.6,12.02,15.9,59.7,13.8,0.5,4021.3,-8.82,0.931,174.8,2.1,Inverter Failure
2025-07-24 20:35:00,338.44,-84.26,48.0,9.8,63.4,102.3,10.5,82.68,11.79,-4.32,33.0,74.8,68.1,0.93,3087.5,-9.47,0.81,395.2,30.6,Inverter Failure
2025-07-24 20:40:00,389.5,-52.32,31.5,11.1,46.06,97.5,16.33,89.68,13.55,0.15,31.9,60.2,67.5,-0.53,2400.6,-5.31,0.845,243.5,13.9,Inverter Failure
2025-07-24 20:45:00,355.69,55.48,37.5,9.1,47.18,104.5,26.5,82.82,13.93,-23.61,29.1,76.2,61.2,0.81,1646.7,-4.26,0.673,269.5,24.9,Inverter Failure
2025-07-24 20:50:00,398.32,77.13,29.3,17.0,49.83,103.0,7.14,77.97,11.63,-7.35,30.6,60.8,46.2,-1.79,6906.0,-6.5,0.734,241.4,70.5,Inverter Failure
2025-07-24 20:55:00,310.07,100.68,51.8,11.5,61.47,97.6,27.39,87.95,11.52,13.72,28.2,76.3,3.4,-0.95,4072.1,1.79,0.788,193.9,89.7,Inverter Failure
2025-07-24 21:00:00,341.88,103.88,25.1,11.7,66.34,96.7,11.93,89.98,12.86,-11.57,17.7,62.3,51.7,1.5,6052.5,-1.73,1.136,390.8,48.6,Inverter Failure
2025-07-24 21:05:00,378.37,90.92,52.9,10.7,46.39,109.7,21.72,80.13,11.81,-11.81,24.7,75.9,36.1,-0.11,5026.2,1.3,0.732,359.7,30.2,Inverter Failure
2025-07-24 21:10:00,315.14,-4.67,54.5,8.9,62.0,98.4,7.48,77.01,11.69,24.06,26.9,51.1,17.4,-3.72,7869.1,-5.13,0.941,305.7,61.6,Inverter Failure
2025-07-24 21:15:00,364.94,108.54,28.2,10.8,45.92,87.5,10.63,83.72,12.76,20.97,15.1,66.3,47.1,-2.29,5020.6,9.68,0.628,296.1,21.6,Inverter Failure
2025-07-24 21:20:00,367.37,-38.39,25.8,2.0,43.06,85.8,28.36,77.21,13.81,18.28,26.0,67.9,63.7,-2.64,5277.8,6.33,0.775,171.4,72.0,Inverter Failure
2025-07-24 21:25:00,398.01,79.84,49.1,10.0,65.9,96.7,23.78,84.02,11.95,10.17,31.0,60.2,32.3,-3.52,3090.1,-9.57,0.548,395.8,58.9,Inverter Failure
2025-07-24 21:30:00,291.86,90.69,35.2,9.0,41.76,113.6,22.82,85.12,13.33,-0.04,26.5,70.7,30.3,-3.95,2465.8,-2.16,0.747,205.0,11.5,Inverter Failure
2025-07-24 21:35:00,350.3,-23.73,50.8,7.2,69.07,106.4,29.06,78.49,13.86,18.4,22.1,60.2,40.3,1.26,3138.4,8.31,1.037,233.0,89.2,Inverter Failure
2025-07-24 21:40:00,295.9,74.62,41.3,5.2,55.59,108.1,10.91,78.58,11.62,6.35,29.2,67.7,76.8,-2.84,2502.4,-7.23,0.68,223.0,24.1,Inverter Failure
2025-07-24 21:45:00,305.99,48.24,53.0,4.5,69.59,106.9,14.03,78.43,11.7,-7.15,16.2,65.4,45.5,-1.98,3955.1,-3.78,0.638,231.0,13.0,Inverter Failure
2025-07-24 21:50:00,387.38,98.08,46.1,9.4,50.62,82.8,21.3,79.97,11.78,-16.14,25.6,79.5,54.2,0.21,2277.4,4.34,0.411,301.8,36.5,Inverter Failure
2025-07-24 21:55:00,325.06,-49.13,25.6,3.4,57.79,111.0,4.72,78.63,12.55,12.75,32.1,61.8,62.4,-3.99,4943.5,9.49,0.651,232.6,19.8,Inverter Failure
2025-07-24 22:00:00,356.16,-37.18,54.5,5.8,63.66,106.3,7.39,76.72,11.64,8.68,17.7,73.5,22.5,-2.79,6294.7,7.0,0.65,311.1,5.7,Inverter Failure
2025-07-24 22:05:00,338.12,42.06,40.2,0.0,50.34,107.5,3.08,86.57,13.57,-4.06,21.2,79.1,59.3,-2.81,4947.2,5.49,0.573,194.5,13.0,Inverter Failure
2025-07-24 22:10:00,298.96,-102.56,26.3,0.0,43.69,95.1,12.41,87.67,13.51,-8.27,23.6,77.5,33.4,-2.82,6933.3,-2.86,1.035,100.3,24.9,Inverter Failure
2025-07-24 22:15:00,296.44,-75.16,28.7,0.0,68.61,87.1,23.41,87.36,12.97,4.02,20.4,58.1,51.2,-0.54,1490.4,6.55,0.896,283.4,25.1,Inverter Failure
2025-07-24 22:20:00,367.69,-88.15,37.1,4.3,62.96,106.5,21.04,87.32,13.75,-12.76,34.0,69.2,66.8,-2.36,4517.3,8.83,0.98,137.4,18.8,Inverter Failure
2025-07-24 22:25:00,348.1,84.95,44.5,0.9,66.6,89.1,21.13,77.39,13.06,5.93,31.9,60.3,11.1,-0.68,1184.5,3.14,0.964,291.5,28.9,Inverter Failure
2025-07-24 22:30:00,378.7,8.42,52.7,0.0,60.85,84.8,3.24,84.91,11.66,-11.71,22.7,63.9,41.3,0.27,7171.1,4.67,0.629,219.8,35.3,Inverter Failure
2025-07-24 22:35:00,351.92,-109.99,40.5,1.7,66.45,103.4,18.42,85.14,11.9,-5.88,30.0,71.7,77.0,-1.54,5234.0,-4.55,0.414,172.8,88.0,Inverter Failure
2025-07-24 06:00:00,328.69,-103.22,42.3,97.8,87.5,47.0,0.11,65.64,10.63,7.91,15.8,50.6,74.5,2.05,598.9,0.2,0.371,145.9,172.7,Charger Error
2025-07-24 06:05:00,371.96,-87.59,38.3,94.1,93.05,65.7,2.63,79.5,11.34,-5.78,22.8,64.8,42.3,-0.1,3821.3,3.5,0.346,141.7,55.0,Charger Error
2025-07-24 06:10:00,304.8,-39.59,54.5,97.4,88.93,65.6,1.67,76.85,11.03,9.21,16.3,36.3,65.8,-0.51,4321.2,0.03,0.511,206.1,252.1,Charger Error
2025-07-24 06:15:00,343.82,-55.76,51.1,90.1,87.25,62.0,1.11,57.18,11.78,3.97,26.7,46.1,14.5,0.23,1412.6,4.81,0.44,236.8,119.1,Charger Error
2025-07-24 06:20:00,310.62,-27.31,41.5,98.9,87.66,45.9,1.57,54.59,11.25,-24.46,18.3,36.4,69.0,-1.4,3574.9,-7.89,0.538,134.5,288.7,Charger Error
2025-07-24 06:25:00,300.57,-28.22,33.4,98.1,85.09,80.4,3.73,56.7,10.81,-20.49,21.0,36.8,66.2,-1.35,4321.5,7.78,0.409,128.7,315.5,Charger Error
2025-07-24 06:30:00,383.63,-21.18,38.2,96.2,86.36,82.8,3.25,75.52,12.16,9.12,21.5,42.2,53.1,-1.32,2082.7,-7.24,0.485,182.0,171.9,Charger Error
2025-07-24 06:35:00,361.19,-119.56,53.5,94.2,90.53,56.9,2.32,51.97,11.63,-28.08,24.2,36.6,78.3,1.48,4279.4,-3.43,0.528,307.8,127.7,Charger Error
2025-07-24 06:40:00,360.36,-72.75,30.2,93.7,93.99,62.9,1.9,73.65,13.34,-3.09,19.9,37.4,84.2,-0.19,150.9,-5.47,0.456,94.0,306.1,Charger Error
2025-07-24 06:45:00,344.2,-63.33,41.1,91.1,90.51,83.8,0.93,58.29,12.05,-25.24,25.8,59.8,16.6,-0.85,911.9,-6.74,0.544,263.4,89.7,Charger Error
2025-07-24 06:50:00,357.3,-121.08,31.0,95.2,85.9,46.0,4.94,78.46,13.2,-10.39,24.6,60.0,31.5,1.18,100.1,-6.36,0.504,149.6,139.4,Charger Error
2025-07-24 06:55:00,384.28,-63.43,32.0,91.2,95.25,81.0,3.85,63.92,12.57,-4.36,24.3,43.7,69.1,2.12,2201.4,-0.08,0.562,151.6,154.3,Charger Error
2025-07-24 07:00:00,314.15,-62.2,32.9,92.3,90.28,56.3,0.32,68.7,13.29,5.09,17.9,41.1,64.7,2.5,2824.8,3.95,0.358,247.0,131.4,Charger Error
2025-07-24 07:05:00,346.79,-30.05,54.1,89.3,86.47,73.8,0.56,50.08,12.26,-10.74,26.5,40.4,92.7,-2.15,3305.1,-6.11,0.345,93.0,130.4,Charger Error
2025-07-24 07:10:00,339.81,-54.85,33.8,87.5,92.83,58.7,3.99,54.09,11.38,-19.22,22.7,57.8,95.4,-0.67,1430.4,1.07,0.332,76.5,176.4,Charger Error
2025-07-24 07:15:00,385.57,-66.14,50.1,85.2,95.92,57.9,4.94,72.66,13.47,-0.88,19.2,51.0,72.6,1.66,1537.2,7.97,0.335,187.5,191.4,Charger Error
2025-07-24 07:20:00,345.95,-123.58,44.6,88.0,95.46,80.7,4.31,57.29,10.97,1.61,13.3,59.2,48.4,1.42,2081.8,-0.06,0.444,61.8,166.8,Charger Error
